Id,Label,timeset,Polygon,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
ASV_1_F,ASV_1_F,,3,2,4,0.381665,0.403907,838.702331
ASV_100_F,ASV_100_F,,3,2,4,0.395683,0.42177,1334.334798
ASV_102_F,ASV_102_F,,3,1,4,0.388331,0.411722,706.807332
ASV_104_F,ASV_104_F,,3,6,4,0.385041,0.408214,716.774703
ASV_105_F,ASV_105_F,,3,0,4,0.373214,0.394099,459.56725
ASV_106_F,ASV_106_F,,3,3,3,0.389925,0.414833,1183.589531
ASV_107_F,ASV_107_F,,3,4,4,0.381387,0.402791,828.572856
ASV_11_F,ASV_11_F,,3,2,4,0.386036,0.40933,743.332169
ASV_111_F,ASV_111_F,,3,2,4,0.376848,0.397767,652.601077
ASV_112_F,ASV_112_F,,3,3,4,0.366538,0.38445,285.232155
ASV_116_F,ASV_116_F,,3,4,4,0.408363,0.436443,1886.018599
ASV_117_F,ASV_117_F,,3,6,4,0.401306,0.426715,1144.767472
ASV_119_F,ASV_119_F,,3,1,4,0.381526,0.40327,711.852323
ASV_12_F,ASV_12_F,,3,3,4,0.361842,0.378628,309.793018
ASV_120_F,ASV_120_F,,3,3,4,0.379448,0.400558,469.805109
ASV_121_F,ASV_121_F,,3,5,3,0.393005,0.417544,1065.814413
ASV_122_F,ASV_122_F,,3,1,3,0.388765,0.412281,801.078378
ASV_124_F,ASV_124_F,,3,3,4,0.398703,0.424322,1136.552179
ASV_127_F,ASV_127_F,,3,0,3,0.391826,0.416268,826.11044
ASV_129_F,ASV_129_F,,3,0,3,0.40551,0.431898,1213.364279
ASV_13_F,ASV_13_F,,3,3,4,0.390654,0.416348,1215.127774
ASV_132_F,ASV_132_F,,3,5,4,0.382644,0.404864,751.452927
ASV_135_F,ASV_135_F,,3,5,4,0.394042,0.419059,1105.655401
ASV_136_F,ASV_136_F,,3,1,3,0.395534,0.420255,1053.589031
ASV_138_F,ASV_138_F,,3,5,3,0.410932,0.438596,1823.864898
ASV_139_F,ASV_139_F,,3,5,3,0.410126,0.436842,1488.892931
ASV_14_F,ASV_14_F,,3,4,3,0.401152,0.426475,1210.672603
ASV_141_F,ASV_141_F,,3,2,4,0.393301,0.418421,853.695547
ASV_142_F,ASV_142_F,,3,6,4,0.383909,0.40614,690.180851
ASV_143_F,ASV_143_F,,3,4,4,0.358368,0.374242,340.799492
ASV_144_F,ASV_144_F,,3,1,3,0.397641,0.422488,968.70845
ASV_145_F,ASV_145_F,,3,4,3,0.388476,0.411962,960.271044
ASV_146_F,ASV_146_F,,3,1,3,0.385324,0.408134,729.156265
ASV_148_F,ASV_148_F,,3,0,4,0.375224,0.395933,501.517372
ASV_149_F,ASV_149_F,,3,1,4,0.372682,0.392982,550.196557
ASV_15_F,ASV_15_F,,3,3,4,0.387324,0.410845,764.275194
ASV_150_F,ASV_150_F,,3,5,3,0.390071,0.413397,907.41867
ASV_152_F,ASV_152_F,,3,2,3,0.413534,0.441148,1647.513676
ASV_158_F,ASV_158_F,,3,4,4,0.343637,0.356061,166.222783
ASV_16_F,ASV_16_F,,3,3,4,0.382924,0.40638,789.005914
ASV_161_F,ASV_161_F,,3,3,4,0.382084,0.404785,638.361468
ASV_162_F,ASV_162_F,,3,1,4,0.379862,0.402313,699.64683
ASV_163_F,ASV_163_F,,3,1,3,0.412229,0.440191,1711.623207
ASV_165_F,ASV_165_F,,3,4,4,0.381109,0.402791,475.163635
ASV_166_F,ASV_166_F,,3,0,4,0.374016,0.395136,489.273108
ASV_168_F,ASV_168_F,,3,4,3,0.380692,0.402233,654.675591
ASV_169_F,ASV_169_F,,3,2,4,0.391093,0.414912,897.008222
ASV_171_F,ASV_171_F,,3,4,4,0.37712,0.397927,607.105066
ASV_172_F,ASV_172_F,,3,5,4,0.355442,0.371691,304.060192
ASV_173_F,ASV_173_F,,3,5,4,0.347522,0.364195,311.372794
ASV_174_F,ASV_174_F,,3,4,4,0.397944,0.424163,1160.644805
ASV_175_F,ASV_175_F,,3,4,4,0.359601,0.373844,182.634259
ASV_177_F,ASV_177_F,,3,0,3,0.397036,0.422488,1116.570251
ASV_179_F,ASV_179_F,,3,1,4,0.389344,0.414035,985.435121
ASV_18_F,ASV_18_F,,3,3,4,0.381526,0.404226,725.585044
ASV_182_F,ASV_182_F,,3,0,4,0.380554,0.402632,688.346208
ASV_184_F,ASV_184_F,,3,1,3,0.399923,0.425518,1130.159844
ASV_187_F,ASV_187_F,,3,4,3,0.394637,0.419298,962.813865
ASV_189_F,ASV_189_F,,3,4,4,0.39271,0.417305,846.456971
ASV_190_F,ASV_190_F,,3,6,4,0.373481,0.394338,563.966848
ASV_193_F,ASV_193_F,,3,6,3,0.384899,0.407337,679.998471
ASV_194_F,ASV_194_F,,3,0,4,0.381805,0.403668,607.239752
ASV_196_F,ASV_196_F,,3,5,4,0.379448,0.400877,673.1843
ASV_197_F,ASV_197_F,,3,5,4,0.359354,0.376475,343.194322
ASV_199_F,ASV_199_F,,3,0,4,0.390071,0.414115,854.332829
ASV_200_F,ASV_200_F,,3,4,4,0.402232,0.428309,1209.667624
ASV_201_F,ASV_201_F,,3,0,4,0.38,0.401276,497.929351
ASV_203_F,ASV_203_F,,3,4,3,0.372284,0.391069,509.399793
ASV_205_F,ASV_205_F,,3,4,4,0.361217,0.376954,239.267746
ASV_206_F,ASV_206_F,,3,5,4,0.381109,0.402472,531.833255
ASV_209_F,ASV_209_F,,3,0,4,0.387468,0.412281,975.189769
ASV_21_F,ASV_21_F,,3,2,4,0.39434,0.419697,964.279665
ASV_210_F,ASV_210_F,,3,0,4,0.376848,0.39697,460.076023
ASV_211_F,ASV_211_F,,3,2,4,0.388043,0.411563,991.904127
ASV_212_F,ASV_212_F,,3,2,3,0.385609,0.409091,779.579329
ASV_213_F,ASV_213_F,,3,2,3,0.398703,0.424242,1140.850933
ASV_214_F,ASV_214_F,,3,4,3,0.412066,0.439713,1758.240222
ASV_215_F,ASV_215_F,,3,5,4,0.352089,0.366906,198.551328
ASV_216_F,ASV_216_F,,3,5,4,0.38405,0.405901,552.677174
ASV_217_F,ASV_217_F,,3,0,3,0.408363,0.435088,1368.890047
ASV_218_F,ASV_218_F,,3,5,4,0.369781,0.388357,451.113652
ASV_219_F,ASV_219_F,,3,5,4,0.369519,0.387321,386.786667
ASV_221_F,ASV_221_F,,3,7,3,0.391679,0.415152,727.076546
ASV_225_F,ASV_225_F,,3,5,4,0.376577,0.396571,518.894342
ASV_226_F,ASV_226_F,,3,3,3,0.38718,0.410526,754.068445
ASV_227_F,ASV_227_F,,3,0,4,0.381248,0.402951,585.521024
ASV_228_F,ASV_228_F,,3,5,3,0.403787,0.430781,1413.502857
ASV_229_F,ASV_229_F,,3,0,4,0.394191,0.419936,1048.653684
ASV_23_F,ASV_23_F,,3,0,3,0.404099,0.430781,1269.111515
ASV_230_F,ASV_230_F,,3,4,4,0.374686,0.395375,679.288944
ASV_232_F,ASV_232_F,,3,2,4,0.398703,0.424322,1060.003058
ASV_235_F,ASV_235_F,,3,5,4,0.361342,0.377512,291.420235
ASV_237_F,ASV_237_F,,3,4,3,0.401614,0.427911,1444.377702
ASV_238_F,ASV_238_F,,3,4,4,0.37083,0.389872,375.63718
ASV_24_F,ASV_24_F,,3,4,4,0.397792,0.423046,1015.539043
ASV_240_F,ASV_240_F,,3,5,4,0.389925,0.413477,801.141806
ASV_242_F,ASV_242_F,,3,0,3,0.395683,0.420415,1013.712045
ASV_243_F,ASV_243_F,,3,0,4,0.391973,0.415869,897.151947
ASV_245_F,ASV_245_F,,3,0,4,0.386607,0.410287,912.529178
ASV_249_F,ASV_249_F,,3,0,4,0.372682,0.392743,456.556626
ASV_250_F,ASV_250_F,,3,4,4,0.366667,0.38453,458.944061
ASV_251_F,ASV_251_F,,3,0,4,0.374955,0.394896,523.311514
ASV_252_F,ASV_252_F,,3,0,4,0.392415,0.417305,1021.969748
ASV_254_F,ASV_254_F,,3,2,4,0.384615,0.408453,921.754845
ASV_256_F,ASV_256_F,,3,4,4,0.381387,0.40311,658.64359
ASV_257_F,ASV_257_F,,3,4,4,0.383346,0.405662,731.046755
ASV_258_F,ASV_258_F,,3,4,4,0.315424,0.327592,46.476515
ASV_259_F,ASV_259_F,,3,6,4,0.409965,0.4374,1511.661098
ASV_26_F,ASV_26_F,,3,2,3,0.411904,0.439234,1591.283836
ASV_260_F,ASV_260_F,,3,4,4,0.379724,0.402073,690.415061
ASV_261_F,ASV_261_F,,3,5,4,0.385182,0.408453,897.023185
ASV_262_F,ASV_262_F,,3,6,4,0.39212,0.417305,1231.956349
ASV_264_F,ASV_264_F,,3,6,4,0.376848,0.398485,763.540536
ASV_265_F,ASV_265_F,,3,1,3,0.395234,0.419936,1184.746797
ASV_266_F,ASV_266_F,,3,6,4,0.365768,0.383413,339.876951
ASV_268_F,ASV_268_F,,3,4,4,0.369258,0.388836,734.419123
ASV_27_F,ASV_27_F,,3,3,4,0.391826,0.416108,850.317545
ASV_271_F,ASV_271_F,,3,2,4,0.382784,0.404785,615.626049
ASV_273_F,ASV_273_F,,3,0,4,0.370174,0.389234,410.2409
ASV_274_F,ASV_274_F,,3,4,3,0.402387,0.427751,1080.03518
ASV_276_F,ASV_276_F,,3,5,4,0.355805,0.370096,274.687137
ASV_277_F,ASV_277_F,,3,1,4,0.402853,0.429266,1233.787177
ASV_28_F,ASV_28_F,,3,2,4,0.374016,0.393301,438.071759
ASV_280_F,ASV_280_F,,3,1,3,0.388187,0.411962,757.154463
ASV_281_F,ASV_281_F,,3,4,4,0.384191,0.407018,925.101034
ASV_282_F,ASV_282_F,,3,0,4,0.394191,0.418979,991.188264
ASV_283_F,ASV_283_F,,3,5,3,0.39271,0.416587,818.779865
ASV_285_F,ASV_285_F,,3,5,4,0.329134,0.342823,139.322802
ASV_287_F,ASV_287_F,,3,2,4,0.373748,0.393222,420.729745
ASV_289_F,ASV_289_F,,3,1,4,0.374686,0.395215,506.405346
ASV_293_F,ASV_293_F,,3,4,4,0.371886,0.391148,337.754537
ASV_296_F,ASV_296_F,,3,6,4,0.376848,0.39673,443.600288
ASV_299_F,ASV_299_F,,3,4,4,0.366281,0.385646,431.929599
ASV_30_F,ASV_30_F,,3,3,4,0.383346,0.405104,559.818274
ASV_302_F,ASV_302_F,,3,4,4,0.388187,0.41236,820.684807
ASV_303_F,ASV_303_F,,3,5,3,0.390947,0.414992,942.707274
ASV_304_F,ASV_304_F,,3,0,4,0.37617,0.39681,406.478979
ASV_305_F,ASV_305_F,,3,0,4,0.36744,0.387321,417.049067
ASV_307_F,ASV_307_F,,3,1,3,0.382924,0.405104,789.130587
ASV_309_F,ASV_309_F,,3,5,3,0.390071,0.414673,1150.088492
ASV_31_F,ASV_31_F,,3,1,3,0.394637,0.41866,840.857897
ASV_311_F,ASV_311_F,,3,1,4,0.396735,0.423525,1278.295834
ASV_313_F,ASV_313_F,,3,0,4,0.379724,0.401675,722.23083
ASV_314_F,ASV_314_F,,3,5,4,0.389054,0.413317,1070.304263
ASV_317_F,ASV_317_F,,3,5,4,0.379448,0.401356,716.561874
ASV_319_F,ASV_319_F,,3,3,4,0.368087,0.385805,331.137809
ASV_32_F,ASV_32_F,,3,0,3,0.387324,0.410367,716.467239
ASV_321_F,ASV_321_F,,3,4,4,0.347291,0.362121,220.455442
ASV_322_F,ASV_322_F,,3,1,4,0.399618,0.426236,1475.750331
ASV_325_F,ASV_325_F,,3,2,4,0.368997,0.3874,421.329468
ASV_326_F,ASV_326_F,,3,4,4,0.368867,0.387161,357.176827
ASV_327_F,ASV_327_F,,3,0,3,0.405983,0.432376,1274.383026
ASV_329_F,ASV_329_F,,3,5,4,0.374686,0.394577,483.199974
ASV_33_F,ASV_33_F,,3,3,4,0.389344,0.413317,868.504307
ASV_331_F,ASV_331_F,,3,7,3,0.379448,0.400159,485.032269
ASV_332_F,ASV_332_F,,3,6,3,0.398703,0.424242,1168.767573
ASV_333_F,ASV_333_F,,3,1,4,0.377802,0.399282,601.341112
ASV_335_F,ASV_335_F,,3,4,4,0.373748,0.394099,761.156368
ASV_336_F,ASV_336_F,,3,0,4,0.394042,0.419139,1067.220604
ASV_339_F,ASV_339_F,,3,7,4,0.384191,0.406778,668.965227
ASV_34_F,ASV_34_F,,3,2,4,0.40069,0.426715,1206.723118
ASV_340_F,ASV_340_F,,3,1,4,0.395085,0.420175,886.361655
ASV_341_F,ASV_341_F,,3,0,4,0.36641,0.38437,325.177672
ASV_342_F,ASV_342_F,,3,4,4,0.395683,0.420574,887.99549
ASV_343_F,ASV_343_F,,3,2,4,0.380415,0.401834,475.818976
ASV_345_F,ASV_345_F,,3,5,3,0.374955,0.393939,389.13228
ASV_346_F,ASV_346_F,,3,1,4,0.391826,0.416108,839.968186
ASV_348_F,ASV_348_F,,3,5,4,0.369388,0.388278,621.928649
ASV_35_F,ASV_35_F,,3,0,4,0.384191,0.406938,838.417871
ASV_350_F,ASV_350_F,,3,2,4,0.376577,0.397129,612.175557
ASV_351_F,ASV_351_F,,3,2,3,0.387755,0.411802,868.700149
ASV_355_F,ASV_355_F,,3,4,3,0.378349,0.399522,676.97888
ASV_359_F,ASV_359_F,,3,1,4,0.376848,0.397767,680.427868
ASV_360_F,ASV_360_F,,3,1,4,0.387899,0.412201,760.102268
ASV_361_F,ASV_361_F,,3,1,4,0.384191,0.407416,720.015911
ASV_363_F,ASV_363_F,,3,4,3,0.387899,0.411005,811.387061
ASV_364_F,ASV_364_F,,3,5,4,0.393449,0.417783,909.179003
ASV_365_F,ASV_365_F,,3,5,3,0.388765,0.411962,853.883163
ASV_366_F,ASV_366_F,,3,0,4,0.382784,0.404386,600.023759
ASV_367_F,ASV_367_F,,3,1,4,0.38978,0.414195,930.126083
ASV_37_F,ASV_37_F,,3,3,4,0.387324,0.410766,874.034449
ASV_370_F,ASV_370_F,,3,4,3,0.395683,0.420734,1010.46902
ASV_374_F,ASV_374_F,,3,2,4,0.364238,0.380781,326.733897
ASV_379_F,ASV_379_F,,3,5,4,0.381109,0.402951,674.833883
ASV_383_F,ASV_383_F,,3,5,4,0.366538,0.384211,540.238224
ASV_386_F,ASV_386_F,,3,5,4,0.362721,0.379904,368.100847
ASV_389_F,ASV_389_F,,3,2,4,0.367958,0.385407,296.883621
ASV_39_F,ASV_39_F,,3,1,4,0.381526,0.403509,510.612095
ASV_390_F,ASV_390_F,,3,5,4,0.383205,0.405582,681.777964
ASV_395_F,ASV_395_F,,3,2,4,0.368997,0.387161,349.679292
ASV_396_F,ASV_396_F,,3,0,4,0.383065,0.405662,816.85676
ASV_397_F,ASV_397_F,,3,2,4,0.378623,0.400797,860.937362
ASV_4_F,ASV_4_F,,3,3,3,0.398095,0.424242,1586.12804
ASV_40_F,ASV_40_F,,3,4,4,0.391973,0.415869,776.839229
ASV_400_F,ASV_400_F,,3,2,4,0.406457,0.434211,1488.345531
ASV_401_F,ASV_401_F,,3,4,4,0.366281,0.38445,477.664749
ASV_403_F,ASV_403_F,,3,2,4,0.386464,0.409171,662.970072
ASV_405_F,ASV_405_F,,3,2,4,0.378349,0.399043,528.297674
ASV_406_F,ASV_406_F,,3,5,3,0.393449,0.418979,1327.023373
ASV_408_F,ASV_408_F,,3,5,3,0.377802,0.399522,851.415329
ASV_412_F,ASV_412_F,,3,7,3,0.394042,0.418341,904.686619
ASV_413_F,ASV_413_F,,3,2,4,0.391386,0.416268,894.312295
ASV_416_F,ASV_416_F,,3,2,4,0.389199,0.41252,760.150914
ASV_420_F,ASV_420_F,,3,0,4,0.37509,0.395534,484.177205
ASV_422_F,ASV_422_F,,3,0,4,0.388187,0.411722,755.322457
ASV_424_F,ASV_424_F,,3,4,3,0.389344,0.412919,690.009258
ASV_43_F,ASV_43_F,,3,6,3,0.404568,0.431579,1368.194812
ASV_436_F,ASV_436_F,,3,5,4,0.372948,0.392344,496.391246
ASV_437_F,ASV_437_F,,3,5,4,0.37617,0.39689,598.059439
ASV_438_F,ASV_438_F,,3,2,4,0.381387,0.40319,653.454334
ASV_439_F,ASV_439_F,,3,0,4,0.37876,0.398884,437.127681
ASV_44_F,ASV_44_F,,3,0,4,0.393153,0.417783,1004.699365
ASV_440_F,ASV_440_F,,3,5,4,0.371622,0.39067,370.651753
ASV_441_F,ASV_441_F,,3,0,4,0.397944,0.423844,1131.055849
ASV_442_F,ASV_442_F,,3,5,4,0.370042,0.388437,391.624204
ASV_443_F,ASV_443_F,,3,0,4,0.348915,0.362121,134.820369
ASV_45_F,ASV_45_F,,3,6,4,0.381387,0.403509,618.664204
ASV_455_F,ASV_455_F,,3,3,4,0.403475,0.429585,1362.48179
ASV_458_F,ASV_458_F,,3,0,4,0.373748,0.394577,478.078478
ASV_46_F,ASV_46_F,,3,4,3,0.411742,0.439394,1748.774446
ASV_462_F,ASV_462_F,,3,0,3,0.397036,0.422488,1101.6097
ASV_463_F,ASV_463_F,,3,4,3,0.390217,0.414833,1013.9304
ASV_465_F,ASV_465_F,,3,5,4,0.38,0.402313,900.618858
ASV_47_F,ASV_47_F,,3,0,3,0.400844,0.427432,1581.187142
ASV_473_F,ASV_473_F,,3,1,4,0.383205,0.406858,883.213297
ASV_474_F,ASV_474_F,,3,0,4,0.386036,0.408453,673.222928
ASV_475_F,ASV_475_F,,3,0,4,0.397187,0.423046,1102.628368
ASV_479_F,ASV_479_F,,3,0,4,0.381109,0.40319,854.016368
ASV_480_F,ASV_480_F,,3,1,4,0.402387,0.429266,1214.199016
ASV_49_F,ASV_49_F,,3,4,4,0.390508,0.414673,1108.577708
ASV_492_F,ASV_492_F,,3,0,4,0.372416,0.391786,408.861396
ASV_50_F,ASV_50_F,,3,6,4,0.377393,0.398963,701.643669
ASV_500_F,ASV_500_F,,3,5,4,0.36744,0.384928,406.452468
ASV_502_F,ASV_502_F,,3,3,4,0.383768,0.406539,723.610475
ASV_503_F,ASV_503_F,,3,5,4,0.358614,0.37512,304.843537
ASV_508_F,ASV_508_F,,3,5,4,0.395983,0.421132,1050.220707
ASV_51_F,ASV_51_F,,3,6,3,0.395085,0.420096,1197.948844
ASV_512_F,ASV_512_F,,3,0,4,0.385324,0.407576,571.69886
ASV_515_F,ASV_515_F,,3,0,4,0.391239,0.414833,859.816827
ASV_518_F,ASV_518_F,,3,0,4,0.385182,0.407656,609.564595
ASV_52_F,ASV_52_F,,3,6,3,0.403631,0.429665,1311.14649
ASV_520_F,ASV_520_F,,3,5,4,0.375629,0.395853,444.854305
ASV_523_F,ASV_523_F,,3,5,4,0.380415,0.402632,801.933609
ASV_524_F,ASV_524_F,,3,5,4,0.357754,0.37201,180.112142
ASV_525_F,ASV_525_F,,3,6,4,0.376577,0.397209,458.538183
ASV_526_F,ASV_526_F,,3,5,4,0.368217,0.386603,385.112591
ASV_531_F,ASV_531_F,,3,6,4,0.385751,0.409968,866.894663
ASV_54_F,ASV_54_F,,3,2,4,0.398247,0.424801,1456.388841
ASV_546_F,ASV_546_F,,3,5,4,0.359354,0.375199,316.829759
ASV_55_F,ASV_55_F,,3,5,4,0.413861,0.441228,1613.034049
ASV_56_F,ASV_56_F,,3,3,4,0.407249,0.435646,1791.722263
ASV_561_F,ASV_561_F,,3,5,3,0.385467,0.408931,972.788712
ASV_566_F,ASV_566_F,,3,0,4,0.382084,0.404785,768.990618
ASV_58_F,ASV_58_F,,3,1,4,0.384757,0.407337,577.907012
ASV_585_F,ASV_585_F,,3,5,4,0.367958,0.385726,424.109276
ASV_588_F,ASV_588_F,,3,5,4,0.382504,0.405502,801.464003
ASV_59_F,ASV_59_F,,3,1,3,0.388043,0.410845,664.655365
ASV_598_F,ASV_598_F,,3,5,4,0.362595,0.380223,407.480284
ASV_6_F,ASV_6_F,,3,6,4,0.363731,0.380303,223.93469
ASV_61_F,ASV_61_F,,3,5,3,0.380692,0.401276,503.308087
ASV_63_F,ASV_63_F,,3,1,4,0.383627,0.40614,670.739009
ASV_64_F,ASV_64_F,,3,5,4,0.364111,0.379745,252.664296
ASV_646_F,ASV_646_F,,3,5,4,0.372151,0.391707,581.162069
ASV_65_F,ASV_65_F,,3,6,4,0.416833,0.445694,2173.067725
ASV_665_F,ASV_665_F,,3,2,4,0.365257,0.383014,346.178109
ASV_67_F,ASV_67_F,,3,4,3,0.40709,0.433812,1571.947447
ASV_69_F,ASV_69_F,,3,5,4,0.394191,0.419777,1110.175111
ASV_70_F,ASV_70_F,,3,3,4,0.37617,0.39681,647.965017
ASV_71_F,ASV_71_F,,3,5,4,0.381944,0.404147,845.156087
ASV_72_F,ASV_72_F,,3,0,3,0.403631,0.430622,1480.905223
ASV_75_F,ASV_75_F,,3,6,4,0.393449,0.417783,919.7477
ASV_76_F,ASV_76_F,,3,0,3,0.388331,0.412121,881.323535
ASV_8_F,ASV_8_F,,3,6,3,0.402853,0.430463,1679.154692
ASV_80_F,ASV_80_F,,3,4,4,0.386607,0.409729,747.147345
ASV_81_F,ASV_81_F,,3,6,3,0.399007,0.424242,1179.69261
ASV_84_F,ASV_84_F,,3,2,4,0.390071,0.414115,893.375524
ASV_86_F,ASV_86_F,,3,1,3,0.399007,0.424242,969.461596
ASV_87_F,ASV_87_F,,3,0,3,0.39434,0.41866,1146.244809
ASV_88_F,ASV_88_F,,3,1,3,0.388476,0.411962,881.349077
ASV_90_F,ASV_90_F,,3,1,4,0.375359,0.395455,559.21409
ASV_91_F,ASV_91_F,,3,6,3,0.385041,0.407496,770.69702
ASV_92_F,ASV_92_F,,3,6,4,0.388043,0.411244,741.051983
ASV_93_F,ASV_93_F,,3,1,3,0.391532,0.41563,1166.780606
ASV_94_F,ASV_94_F,,3,7,3,0.398247,0.423126,1176.042614
ASV_95_F,ASV_95_F,,3,5,3,0.383346,0.405582,745.105314
ASV_96_F,ASV_96_F,,3,4,4,0.371094,0.389234,369.209557
ASV_97_F,ASV_97_F,,3,2,4,0.389199,0.413636,861.391527
ASV_98_F,ASV_98_F,,3,0,4,0.373882,0.393142,474.713513
ASV_99_F,ASV_99_F,,3,6,3,0.399923,0.425518,1173.775052
ASV100_B,ASV100_B,,,2,4,0.394042,0.420096,1125.268657
ASV1001_B,ASV1001_B,,,0,3,0.393894,0.418501,980.140333
ASV1002_B,ASV1002_B,,,0,4,0.357143,0.372169,150.171796
ASV1003_B,ASV1003_B,,,5,3,0.392415,0.417225,1105.070918
ASV1005_B,ASV1005_B,,,1,4,0.374552,0.394737,455.174717
ASV101_B,ASV101_B,,,2,4,0.398095,0.424641,1374.84179
ASV1018_B,ASV1018_B,,,5,4,0.37931,0.400797,685.192704
ASV1025_B,ASV1025_B,,,5,4,0.335043,0.349601,88.568647
ASV1029_B,ASV1029_B,,,3,4,0.383909,0.407257,915.273076
ASV103_B,ASV103_B,,,0,4,0.391532,0.41571,1021.025985
ASV1036_B,ASV1036_B,,,0,4,0.373615,0.394019,464.240368
ASV104_B,ASV104_B,,,0,3,0.394042,0.418341,976.806456
ASV1040_B,ASV1040_B,,,4,4,0.384615,0.408214,930.053441
ASV1050_B,ASV1050_B,,,6,4,0.379862,0.401116,600.68296
ASV1053_B,ASV1053_B,,,7,4,0.386607,0.410128,811.46006
ASV1059_B,ASV1059_B,,,0,4,0.391679,0.416348,926.144343
ASV106_B,ASV106_B,,,0,4,0.394488,0.420494,1438.334472
ASV1077_B,ASV1077_B,,,3,4,0.371886,0.392105,644.705345
ASV108_B,ASV108_B,,,0,4,0.390071,0.414195,798.778737
ASV109_B,ASV109_B,,,7,4,0.38097,0.402392,527.035943
ASV11_B,ASV11_B,,,2,3,0.391826,0.416906,1003.898685
ASV110_B,ASV110_B,,,1,4,0.393301,0.417943,963.373247
ASV111_B,ASV111_B,,,3,4,0.389344,0.413397,927.497187
ASV112_B,ASV112_B,,,2,4,0.396133,0.421292,976.139618
ASV113_B,ASV113_B,,,0,4,0.381526,0.403429,774.259731
ASV116_B,ASV116_B,,,5,3,0.413698,0.441627,1969.080763
ASV1166_B,ASV1166_B,,,5,4,0.356655,0.37201,204.340213
ASV118_B,ASV118_B,,,0,3,0.389054,0.412919,980.421296
ASV119_B,ASV119_B,,,2,3,0.396434,0.42185,938.100667
ASV12_B,ASV12_B,,,5,4,0.37415,0.395295,779.813568
ASV120_B,ASV120_B,,,0,3,0.399312,0.426156,1522.578481
ASV121_B,ASV121_B,,,0,4,0.382364,0.404785,602.769415
ASV122_B,ASV122_B,,,3,4,0.388476,0.412998,1044.278024
ASV123_B,ASV123_B,,,0,3,0.40146,0.427113,1116.595202
ASV124_B,ASV124_B,,,7,3,0.38862,0.411802,760.465531
ASV125_B,ASV125_B,,,2,4,0.379173,0.4,440.974209
ASV126_B,ASV126_B,,,0,4,0.380554,0.40319,571.008343
ASV127_B,ASV127_B,,,1,4,0.401923,0.427033,1149.22624
ASV129_B,ASV129_B,,,2,4,0.387899,0.410447,634.532329
ASV13_B,ASV13_B,,,0,4,0.391826,0.416826,1089.261952
ASV133_B,ASV133_B,,,2,4,0.373214,0.391786,287.982765
ASV134_B,ASV134_B,,,2,4,0.372019,0.391547,437.094311
ASV135_B,ASV135_B,,,0,3,0.39212,0.416906,1113.555005
ASV136_B,ASV136_B,,,3,4,0.391679,0.416188,843.482081
ASV138_B,ASV138_B,,,1,4,0.403475,0.429585,1195.54938
ASV141_B,ASV141_B,,,3,4,0.387037,0.410845,854.248285
ASV142_B,ASV142_B,,,2,3,0.401152,0.427751,1535.718917
ASV143_B,ASV143_B,,,2,4,0.395234,0.420335,1031.027782
ASV146_B,ASV146_B,,,0,4,0.384757,0.408373,901.42995
